job_id,industry_id
3884428798,82
3887473071,48
3887465684,41
3887467939,82
3887467939,80
3887471331,57
3887471331,332
3887471331,383
3887471274,82
3887471274,80
3884431567,96
3884916106,96
3884916106,4
3884916106,8
3887470552,54
3887470545,23
3884431568,96
3861704803,96
3884434011,46
3884431523,56
