job_id,skill_abr
3884428798,MRKT
3884428798,PR
3884428798,WRT
3887473071,SALE
3887465684,FIN
3887465684,SALE
3887467939,SALE
3887467939,ADVR
3887467939,BD
3887471331,ENG
3887471331,PRJM
3887471274,SALE
3887471274,ADVR
3887471274,BD
3884431567,ENG
3884431567,IT
3884916106,SALE
3884916106,BD
3884916106,GENB
3887470552,ADM
